filename,output,inference_time_sec
regenerated_new/1/H/case-100114_JAY_ANNOTATION.png,"[1,10]",1.69
regenerated_new/2/H/case-100114_JAY_ANNOTATION.png,"[2,3]",0.96
regenerated_new/6/H/case-100114_JAY_ANNOTATION.png,"[6,7]",0.96
regenerated_new/7/H/case-100114_JAY_ANNOTATION.png,"[6,7]",0.96
regenerated_new/11/H/case-100114_JAY_ANNOTATION.png,"[11,13]",1.24
regenerated_new/12/H/case-100114_JAY_ANNOTATION.png,"[11,12]",1.2
regenerated_new/1/H/case-100129_JAY_ANNOTATION.png,"[1,10]",1.11
regenerated_new/2/H/case-100129_JAY_ANNOTATION.png,"[2,3]",0.96
regenerated_new/3/H/case-100129_JAY_ANNOTATION.png,"[2,3]",0.94
regenerated_new/10/H/case-100129_JAY_ANNOTATION.png,"[10,11]",1.26
regenerated_new/11/H/case-100129_JAY_ANNOTATION.png,"[11,10]",1.25
regenerated_new/13/H/case-100129_JAY_ANNOTATION.png,"[12,13]",1.25
regenerated_new/1/H/case-100164_JAY_ANNOTATION.png,"[1,10]",1.11
regenerated_new/3/H/case-100164_JAY_ANNOTATION.png,"[2,3]",0.97
regenerated_new/10/H/case-100164_JAY_ANNOTATION.png,"[10,11]",1.25
regenerated_new/11/H/case-100164_JAY_ANNOTATION.png,"[11,12]",1.25
regenerated_new/1/H/case-100229_JAY_ANNOTATION.png,"[1,10]",1.11
regenerated_new/2/H/case-100229_JAY_ANNOTATION.png,"[2,3]",0.97
regenerated_new/3/H/case-100229_JAY_ANNOTATION.png,"[2,3]",0.97
regenerated_new/10/H/case-100229_JAY_ANNOTATION.png,"[10,11]",1.24
regenerated_new/11/H/case-100229_JAY_ANNOTATION.png,"[10,11]",1.25
regenerated_new/1/H/case-100245_JAY_ANNOTATION.png,"[1,10]",1.11
regenerated_new/10/H/case-100245_JAY_ANNOTATION.png,"[10,11]",1.25
regenerated_new/11/H/case-100245_JAY_ANNOTATION.png,"[11,12]",1.24
regenerated_new/1/H/case-100247_JAY_ANNOTATION.png,"[1,2]",0.97
regenerated_new/2/H/case-100247_JAY_ANNOTATION.png,"[2,3]",0.97
regenerated_new/3/H/case-100247_JAY_ANNOTATION.png,"[2,3]",0.97
regenerated_new/6/H/case-100247_JAY_ANNOTATION.png,"[6,7]",0.97
regenerated_new/10/H/case-100247_JAY_ANNOTATION.png,"[10,11]",1.25
regenerated_new/11/H/case-100247_JAY_ANNOTATION.png,"[11,13]",1.25
regenerated_new/13/H/case-100247_JAY_ANNOTATION.png,"[12,13]",1.25
regenerated_new/1/H/case-100254_JAY_ANNOTATION.png,"[1,2]",0.97
regenerated_new/3/H/case-100254_JAY_ANNOTATION.png,"[2,3]",0.97
regenerated_new/10/H/case-100254_JAY_ANNOTATION.png,"[11,10]",1.25
regenerated_new/11/H/case-100254_JAY_ANNOTATION.png,"[11,10]",1.25
regenerated_new/12/H/case-100254_JAY_ANNOTATION.png,"[11,12]",1.25
regenerated_new/1/H/case-100265_JAY_ANNOTATION.png,"[1,11]",1.11
regenerated_new/2/H/case-100265_JAY_ANNOTATION.png,"[2,3]",0.97
regenerated_new/3/H/case-100265_JAY_ANNOTATION.png,"[2,3]",0.97
regenerated_new/10/H/case-100265_JAY_ANNOTATION.png,"[10,11]",1.25
regenerated_new/11/H/case-100265_JAY_ANNOTATION.png,"[11,13]",1.25
regenerated_new/12/H/case-100265_JAY_ANNOTATION.png,"[11,12]",1.25
regenerated_new/1/H/case-100304_JAY_ANNOTATION.png,"[1,10]",1.11
regenerated_new/2/H/case-100304_JAY_ANNOTATION.png,"[2,3]",0.97
regenerated_new/10/H/case-100304_JAY_ANNOTATION.png,"[10,11]",1.25
regenerated_new/11/H/case-100304_JAY_ANNOTATION.png,"[11,10]",1.25
regenerated_new/12/H/case-100304_JAY_ANNOTATION.png,"[11,12]",1.24
regenerated_new/1/H/case-100308_JAY_ANNOTATION.png,"[1,10]",1.11
regenerated_new/2/H/case-100308_JAY_ANNOTATION.png,"[2,3]",0.97
regenerated_new/10/H/case-100308_JAY_ANNOTATION.png,"[10,11]",1.25
regenerated_new/11/H/case-100308_JAY_ANNOTATION.png,"[10,11]",1.25
regenerated_new/12/H/case-100308_JAY_ANNOTATION.png,"[11,12]",1.25
regenerated_new/1/H/case-100359_JAY_ANNOTATION.png,"[1,10]",1.11
regenerated_new/2/H/case-100359_JAY_ANNOTATION.png,"[2,3]",0.97
regenerated_new/3/H/case-100359_JAY_ANNOTATION.png,"[2,3]",0.97
regenerated_new/7/H/case-100359_JAY_ANNOTATION.png,"[6,7]",0.97
regenerated_new/10/H/case-100359_JAY_ANNOTATION.png,"[10,11]",1.25
regenerated_new/11/H/case-100359_JAY_ANNOTATION.png,"[11,10]",1.25
regenerated_new/1/H/case-100366_JAY_ANNOTATION.png,"[1,10]",1.11
regenerated_new/10/H/case-100366_JAY_ANNOTATION.png,"[11,10]",1.25
regenerated_new/11/H/case-100366_JAY_ANNOTATION.png,"[11,12]",1.25
regenerated_new/1/H/case-100369_JAY_ANNOTATION.png,"[1,10]",1.11
regenerated_new/2/H/case-100369_JAY_ANNOTATION.png,"[2,3]",0.97
regenerated_new/6/H/case-100369_JAY_ANNOTATION.png,"[6,7]",0.97
regenerated_new/10/H/case-100369_JAY_ANNOTATION.png,"[10,11]",1.25
regenerated_new/11/H/case-100369_JAY_ANNOTATION.png,"[11,13]",1.25
regenerated_new/1/H/case-100371_JAY_ANNOTATION.png,"[1,2]",0.97
regenerated_new/2/H/case-100371_JAY_ANNOTATION.png,"[2,3]",0.97
regenerated_new/3/H/case-100371_JAY_ANNOTATION.png,"[2,3]",0.97
regenerated_new/10/H/case-100371_JAY_ANNOTATION.png,"[10,11]",1.25
regenerated_new/11/H/case-100371_JAY_ANNOTATION.png,"[11,10]",1.25
regenerated_new/12/H/case-100371_JAY_ANNOTATION.png,"[11,12]",1.25
regenerated_new/1/H/case-100515_JAY_ANNOTATION.png,"[1,2]",0.97
regenerated_new/2/H/case-100515_JAY_ANNOTATION.png,"[2,3]",0.97
regenerated_new/3/H/case-100515_JAY_ANNOTATION.png,"[2,3]",0.97
regenerated_new/10/H/case-100515_JAY_ANNOTATION.png,"[10,11]",1.25
regenerated_new/11/H/case-100515_JAY_ANNOTATION.png,"[11,13]",1.25
regenerated_new/1/H/case-100518_JAY_ANNOTATION.png,"[1,10]",1.11
regenerated_new/2/H/case-100518_JAY_ANNOTATION.png,"[2,3]",0.97
regenerated_new/6/H/case-100518_JAY_ANNOTATION.png,"[6,7]",0.97
regenerated_new/7/H/case-100518_JAY_ANNOTATION.png,"[6,7]",0.97
regenerated_new/10/H/case-100518_JAY_ANNOTATION.png,"[10,11]",1.24
regenerated_new/11/H/case-100518_JAY_ANNOTATION.png,"[11,10]",1.25
regenerated_new/12/H/case-100518_JAY_ANNOTATION.png,"[11,12]",1.24
regenerated_new/1/H/case-100541_JAY_ANNOTATION.png,"[1,10]",1.11
regenerated_new/2/H/case-100541_JAY_ANNOTATION.png,"[2,3]",0.97
regenerated_new/3/H/case-100541_JAY_ANNOTATION.png,"[2,3]",0.97
regenerated_new/10/H/case-100541_JAY_ANNOTATION.png,"[10,11]",1.25
regenerated_new/11/H/case-100541_JAY_ANNOTATION.png,"[11,13]",1.25
regenerated_new/12/H/case-100541_JAY_ANNOTATION.png,"[11,12]",1.25
