filename,output,inference_time_sec
regenerated_new/1/H/case-100114_JAY_ANNOTATION.png,"[1,2]",0.95
regenerated_new/2/H/case-100114_JAY_ANNOTATION.png,"[2,3]",0.4
regenerated_new/3/H/case-100114_JAY_ANNOTATION.png,"[3,2]",0.4
regenerated_new/6/H/case-100114_JAY_ANNOTATION.png,"[6,2]",0.4
regenerated_new/9/H/case-100114_JAY_ANNOTATION.png,"[14,9]",0.45
regenerated_new/10/H/case-100114_JAY_ANNOTATION.png,"[10,11]",0.51
regenerated_new/11/H/case-100114_JAY_ANNOTATION.png,"[11,12]",0.51
regenerated_new/12/H/case-100114_JAY_ANNOTATION.png,"[12,2]",0.45
regenerated_new/14/H/case-100114_JAY_ANNOTATION.png,"[14,9]",0.45
regenerated_new/1/H/case-100129_JAY_ANNOTATION.png,"[1,2]",0.4
regenerated_new/2/H/case-100129_JAY_ANNOTATION.png,"[2,3]",0.4
regenerated_new/3/H/case-100129_JAY_ANNOTATION.png,"[3,2]",0.4
regenerated_new/5/H/case-100129_JAY_ANNOTATION.png,"[5,12]",0.45
regenerated_new/6/H/case-100129_JAY_ANNOTATION.png,"[6,2]",0.4
regenerated_new/9/H/case-100129_JAY_ANNOTATION.png,"[12,9]",0.45
regenerated_new/10/H/case-100129_JAY_ANNOTATION.png,"[10,11]",0.51
regenerated_new/11/H/case-100129_JAY_ANNOTATION.png,"[11,12]",0.51
regenerated_new/12/H/case-100129_JAY_ANNOTATION.png,"[12,4]",0.45
regenerated_new/14/H/case-100129_JAY_ANNOTATION.png,"[14,9]",0.45
regenerated_new/1/H/case-100164_JAY_ANNOTATION.png,"[1,2]",0.4
regenerated_new/2/H/case-100164_JAY_ANNOTATION.png,"[2,3]",0.4
regenerated_new/3/H/case-100164_JAY_ANNOTATION.png,"[3,2]",0.4
regenerated_new/4/H/case-100164_JAY_ANNOTATION.png,"[4,12]",0.45
regenerated_new/5/H/case-100164_JAY_ANNOTATION.png,"[5,12]",0.45
regenerated_new/6/H/case-100164_JAY_ANNOTATION.png,"[6,2]",0.4
regenerated_new/10/H/case-100164_JAY_ANNOTATION.png,"[10,11]",0.51
regenerated_new/11/H/case-100164_JAY_ANNOTATION.png,"[11,10]",0.51
regenerated_new/12/H/case-100164_JAY_ANNOTATION.png,"[12,2]",0.45
regenerated_new/13/H/case-100164_JAY_ANNOTATION.png,"[13,5]",0.45
regenerated_new/14/H/case-100164_JAY_ANNOTATION.png,"[14,9]",0.45
regenerated_new/1/H/case-100229_JAY_ANNOTATION.png,"[1,2]",0.4
regenerated_new/2/H/case-100229_JAY_ANNOTATION.png,"[2,3]",0.4
regenerated_new/3/H/case-100229_JAY_ANNOTATION.png,"[2,3]",0.4
regenerated_new/6/H/case-100229_JAY_ANNOTATION.png,"[6,12]",0.45
regenerated_new/10/H/case-100229_JAY_ANNOTATION.png,"[10,11]",0.51
regenerated_new/11/H/case-100229_JAY_ANNOTATION.png,"[11,10]",0.51
regenerated_new/12/H/case-100229_JAY_ANNOTATION.png,"[12,2]",0.45
regenerated_new/13/H/case-100229_JAY_ANNOTATION.png,"[13,5]",0.45
regenerated_new/14/H/case-100229_JAY_ANNOTATION.png,"[14,9]",0.45
regenerated_new/1/H/case-100245_JAY_ANNOTATION.png,"[1,2]",0.4
regenerated_new/2/H/case-100245_JAY_ANNOTATION.png,"[2,3]",0.4
regenerated_new/3/H/case-100245_JAY_ANNOTATION.png,"[3,2]",0.4
regenerated_new/10/H/case-100245_JAY_ANNOTATION.png,"[10,11]",0.51
regenerated_new/11/H/case-100245_JAY_ANNOTATION.png,"[11,10]",0.51
regenerated_new/12/H/case-100245_JAY_ANNOTATION.png,"[12,14]",0.51
regenerated_new/1/H/case-100247_JAY_ANNOTATION.png,"[1,2]",0.4
regenerated_new/2/H/case-100247_JAY_ANNOTATION.png,"[2,3]",0.4
regenerated_new/3/H/case-100247_JAY_ANNOTATION.png,"[2,3]",0.4
regenerated_new/6/H/case-100247_JAY_ANNOTATION.png,"[6,2]",0.4
regenerated_new/10/H/case-100247_JAY_ANNOTATION.png,"[10,11]",0.51
regenerated_new/11/H/case-100247_JAY_ANNOTATION.png,"[11,12]",0.51
regenerated_new/12/H/case-100247_JAY_ANNOTATION.png,"[12,2]",0.45
regenerated_new/14/H/case-100247_JAY_ANNOTATION.png,"[14,9]",0.46
regenerated_new/1/H/case-100254_JAY_ANNOTATION.png,"[1,2]",0.4
