filename,output,inference_time_sec
regenerated_new/1/H/case-100114_JAY_ANNOTATION.png,"[1,10]",1.54
regenerated_new/2/H/case-100114_JAY_ANNOTATION.png,"[2,4]",0.91
regenerated_new/3/H/case-100114_JAY_ANNOTATION.png,"[3,5]",0.91
regenerated_new/4/H/case-100114_JAY_ANNOTATION.png,"[4,12]",1.03
regenerated_new/5/H/case-100114_JAY_ANNOTATION.png,"[5,11]",1.04
regenerated_new/6/H/case-100114_JAY_ANNOTATION.png,"[6,12]",1.04
regenerated_new/7/H/case-100114_JAY_ANNOTATION.png,"[7,13]",1.03
regenerated_new/10/H/case-100114_JAY_ANNOTATION.png,"[10,11]",1.16
regenerated_new/11/H/case-100114_JAY_ANNOTATION.png,"[11,10]",1.16
regenerated_new/12/H/case-100114_JAY_ANNOTATION.png,"[12,4]",1.03
regenerated_new/13/H/case-100114_JAY_ANNOTATION.png,"[13,5]",1.03
regenerated_new/1/H/case-100129_JAY_ANNOTATION.png,"[1,10]",1.03
regenerated_new/2/H/case-100129_JAY_ANNOTATION.png,"[2,10]",1.03
regenerated_new/3/H/case-100129_JAY_ANNOTATION.png,"[3,5]",0.9
regenerated_new/4/H/case-100129_JAY_ANNOTATION.png,"[2,4]",0.91
regenerated_new/5/H/case-100129_JAY_ANNOTATION.png,"[5,13]",1.04
regenerated_new/6/H/case-100129_JAY_ANNOTATION.png,"[6,12]",1.03
regenerated_new/7/H/case-100129_JAY_ANNOTATION.png,"[7,13]",1.03
regenerated_new/8/H/case-100129_JAY_ANNOTATION.png,"[14,8]",1.04
regenerated_new/10/H/case-100129_JAY_ANNOTATION.png,"[10,11]",1.16
regenerated_new/11/H/case-100129_JAY_ANNOTATION.png,"[11,10]",1.16
regenerated_new/12/H/case-100129_JAY_ANNOTATION.png,"[12,4]",1.03
regenerated_new/13/H/case-100129_JAY_ANNOTATION.png,"[13,5]",1.04
regenerated_new/14/H/case-100129_JAY_ANNOTATION.png,"[14,8]",1.03
regenerated_new/1/H/case-100164_JAY_ANNOTATION.png,"[1,10]",1.04
regenerated_new/2/H/case-100164_JAY_ANNOTATION.png,"[2,10]",1.03
regenerated_new/3/H/case-100164_JAY_ANNOTATION.png,"[3,10]",1.04
regenerated_new/4/H/case-100164_JAY_ANNOTATION.png,"[4,12]",1.04
regenerated_new/5/H/case-100164_JAY_ANNOTATION.png,"[5,13]",1.04
regenerated_new/6/H/case-100164_JAY_ANNOTATION.png,"[6,12]",1.03
regenerated_new/8/H/case-100164_JAY_ANNOTATION.png,"[8,14]",1.04
regenerated_new/10/H/case-100164_JAY_ANNOTATION.png,"[10,11]",1.16
regenerated_new/11/H/case-100164_JAY_ANNOTATION.png,"[11,10]",1.16
regenerated_new/12/H/case-100164_JAY_ANNOTATION.png,"[12,4]",1.04
regenerated_new/13/H/case-100164_JAY_ANNOTATION.png,"[5,13]",1.03
regenerated_new/14/H/case-100164_JAY_ANNOTATION.png,"[14,8]",1.04
regenerated_new/1/H/case-100229_JAY_ANNOTATION.png,"[1,10]",1.04
regenerated_new/2/H/case-100229_JAY_ANNOTATION.png,"[2,4]",0.91
regenerated_new/3/H/case-100229_JAY_ANNOTATION.png,"[3,10]",1.03
