filename,output,inference_time_sec
regenerated_new/1/H/case-100114_JAY_ANNOTATION.png,"[1,11]",3.19
regenerated_new/6/H/case-100114_JAY_ANNOTATION.png,"[6,8]",0.62
regenerated_new/11/H/case-100114_JAY_ANNOTATION.png,"[10,11]",0.8
regenerated_new/1/H/case-100129_JAY_ANNOTATION.png,"[1,11]",0.71
regenerated_new/2/H/case-100129_JAY_ANNOTATION.png,"[2,6]",0.62
regenerated_new/10/H/case-100129_JAY_ANNOTATION.png,"[10,11]",0.8
regenerated_new/11/H/case-100129_JAY_ANNOTATION.png,"[10,11]",0.8
regenerated_new/1/H/case-100164_JAY_ANNOTATION.png,"[1,11]",0.71
regenerated_new/2/H/case-100164_JAY_ANNOTATION.png,"[2,6]",0.63
regenerated_new/4/H/case-100164_JAY_ANNOTATION.png,"[4,6]",0.63
regenerated_new/10/H/case-100164_JAY_ANNOTATION.png,"[11,10]",0.8
regenerated_new/11/H/case-100164_JAY_ANNOTATION.png,"[10,11]",0.8
regenerated_new/1/H/case-100229_JAY_ANNOTATION.png,"[1,10]",0.71
regenerated_new/2/H/case-100229_JAY_ANNOTATION.png,"[2,6]",0.62
regenerated_new/10/H/case-100229_JAY_ANNOTATION.png,"[10,11]",0.8
regenerated_new/11/H/case-100229_JAY_ANNOTATION.png,"[10,11]",0.8
regenerated_new/1/H/case-100245_JAY_ANNOTATION.png,"[1,6]",0.63
regenerated_new/6/H/case-100245_JAY_ANNOTATION.png,"[6,12]",0.71
regenerated_new/10/H/case-100245_JAY_ANNOTATION.png,"[10,11]",0.8
regenerated_new/11/H/case-100245_JAY_ANNOTATION.png,"[10,11]",0.8
regenerated_new/1/H/case-100247_JAY_ANNOTATION.png,"[1,14]",0.71
regenerated_new/2/H/case-100247_JAY_ANNOTATION.png,"[2,6]",0.63
regenerated_new/6/H/case-100247_JAY_ANNOTATION.png,"[6,8]",0.63
regenerated_new/10/H/case-100247_JAY_ANNOTATION.png,"[10,11]",0.8
regenerated_new/11/H/case-100247_JAY_ANNOTATION.png,"[10,11]",0.81
regenerated_new/1/H/case-100254_JAY_ANNOTATION.png,"[1,11]",0.71
